25.647000	0.604493
25.647000	0.604493
25.698832	0.604493
23.578856	0.604493
26.906037	0.603793
27.335331	0.603793
27.881996	0.603394
28.155982	0.603294
28.104437	0.603193
28.444345	0.602994
28.758171	0.602793
28.979723	0.602594
29.070645	0.602694
29.395853	0.602694
29.606162	0.602493
29.711460	0.602395
29.736460	0.602193
29.983578	0.602193
30.245432	0.602093
30.401951	0.601894
30.390289	0.601894
30.806655	0.601594
30.925623	0.601594
31.094363	0.601493
31.094268	0.601194
31.513340	0.601194
31.447889	0.600995
31.943986	0.600795
32.179949	0.600494
32.363058	0.600393
32.180463	0.600095
32.650907	0.599995
32.781204	0.599894
33.278000	0.599693
33.343782	0.599494
33.380818	0.599395
33.629989	0.599295
33.850605	0.599194
34.006750	0.599095
34.256200	0.598794
34.177778	0.598894
34.204699	0.598794
34.412764	0.598695
34.661934	0.598494
34.686846	0.598395
34.909559	0.598194
35.064115	0.598094
35.157236	0.597995
35.301108	0.597895
35.443164	0.597794
35.536608	0.597794
35.705349	0.597595
35.980034	0.597396
36.189504	0.597295
36.176725	0.597195
36.267272	0.597094
36.267272	0.596995
36.438256	0.596995
36.409606	0.596794
36.373128	0.596696
36.594820	0.596494
36.607974	0.596394
36.541398	0.596394
36.948580	0.596394
37.169993	0.596295
37.326557	0.596195
37.272907	0.596094
37.456060	0.595895
37.625455	0.595796
37.624896	0.595796
37.871683	0.595595
38.067807	0.595595
37.794239	0.595495
38.004644	0.595394
38.041864	0.595195
38.095470	0.595295
38.317955	0.594996
38.579442	0.594895
38.851324	0.594595
38.827486	0.594595
39.037331	0.594495
39.245213	0.594296
39.206491	0.594296
39.453513	0.594097
39.634797	0.593795
39.440822	0.593895
39.582598	0.593696
39.714765	0.593696
39.922969	0.593396
40.183706	0.593596
40.654287	0.593396
40.173353	0.593296
40.315217	0.593197
40.459883	0.592795
40.799652	0.592896
40.890206	0.592596
41.205202	0.592596
41.205482	0.592397
41.360316	0.592196
41.453107	0.592095
41.871017	0.591996
41.908010	0.591697
42.250067	0.591596
42.274604	0.591397
42.235926	0.591296
42.536274	0.591196
42.705477	0.590896
42.678653	0.590896
42.769530	0.590596
42.967199	0.590397
43.006480	0.590397
43.397566	0.590397
43.370925	0.590196
43.632500	0.590097
43.620095	0.589997
43.788836	0.589798
43.124417	0.589798
43.722914	0.589798
43.268011	0.589697
44.050462	0.589496
44.153465	0.589596
43.984864	0.589496
44.180569	0.589397
44.324816	0.589196
